n_months,avg_monthly_return,monthly_return_std,avg_hit_rate,hit_rate_std,annual_return,annual_volatility,sharpe_ratio,win_rate,max_return,min_return,max_drawdown,avg_train_time,total_train_time,avg_epochs,total_backtest_time
242,0.29686439956111704,1.4539473089384753,0.09669421487603305,0.14341403062953212,3.5623727947334043,5.036621221218964,0.7072941637392455,0.5991735537190083,5.171149697099763,-4.552462326640415,-28.743570529146226,2.596430923327927,628.3362834453583,51.1198347107438,629.0471339225769
